ID del damnificado;# integrantes;Familiares de apoyo (1 = SI);origen del damnificado (1 = local);años de instalación en la ciudad;Estrato social;Dias en albergue
991;7;1;1;2;1;6
992;3;0;1;2;2;1
993;4;0;1;2;4;1
994;2;0;0;4;3;14
995;2;1;0;1;2;3
996;3;0;0;3;2;1
997;5;0;0;3;2;9
998;5;0;1;5;5;3
999;3;0;0;5;1;10
1000;2;1;1;1;4;10
1001;2;1;1;3;4;7
1002;3;1;0;5;3;1
1003;1;0;1;4;2;1
1004;3;1;0;3;2;1
1005;5;1;0;2;5;0
1006;5;1;1;0;3;3
1007;3;0;0;1;2;12
1008;3;1;0;3;2;4
1009;1;0;0;4;2;2
1010;1;1;1;2;2;0
1011;1;1;1;1;2;2
1012;5;1;0;6;5;5
1013;5;0;1;2;4;5
1014;5;1;1;2;2;9
1015;1;1;0;3;3;6
1016;2;1;1;5;2;6
1017;2;1;0;4;2;10
1018;6;1;0;3;2;0
1019;6;0;0;2;4;10
1020;1;0;1;4;2;5
1021;2;1;1;5;2;7
1022;5;0;0;2;1;5
1023;7;1;0;6;3;5
1024;1;1;0;2;3;8
1025;4;1;1;5;1;3
1026;2;1;0;6;2;3
1027;3;0;0;0;1;9
1028;5;1;1;4;3;1
1029;4;1;1;2;1;0
1030;5;0;1;4;3;4
1031;2;1;1;3;3;6
1032;3;0;1;3;3;15
1033;2;0;0;5;2;3
1034;6;1;1;3;1;33
1035;2;0;1;0;2;7
1036;2;1;1;4;1;6
1037;3;1;1;5;2;5
1038;8;1;0;2;1;8
1039;1;1;1;2;1;4
1040;3;1;1;0;2;26
1041;6;1;1;3;3;6
1042;3;1;0;3;4;3
1043;5;1;0;4;2;1
1044;5;0;1;2;3;21
1045;5;1;0;3;5;0
1046;2;1;0;0;2;5
1047;2;1;1;2;1;0
1048;3;1;1;4;2;11
1049;2;0;0;4;2;3
1050;5;0;1;0;1;6
1051;3;1;1;6;2;11
1052;5;0;0;1;1;18
1053;3;1;1;2;5;1
1054;5;1;0;6;1;6
1055;4;0;0;3;2;1
1056;3;0;0;6;1;6
1057;2;1;1;6;2;21
1058;1;1;1;5;4;2
1059;5;1;0;4;2;3
1060;2;1;1;5;1;5
1061;1;0;0;0;3;20
1062;2;1;1;0;1;10
1063;2;1;1;2;3;1
1064;2;0;1;3;2;16
1065;2;1;1;2;2;5
1066;5;0;1;2;2;27
1067;3;1;1;2;4;4
1068;2;0;1;2;1;2
1069;5;1;0;2;2;1
1070;4;1;1;6;2;8
1071;3;1;1;1;3;6
1072;1;1;1;3;1;7
1073;3;1;0;3;3;5
1074;5;1;1;3;1;2
1075;3;0;0;2;3;4
1076;2;0;1;2;2;3
1077;2;0;1;4;2;23
1078;2;1;0;1;1;6
1079;2;0;0;0;1;6
1080;4;1;1;3;2;2
1081;2;1;1;4;2;6
1082;3;0;0;4;4;3
1083;2;1;1;7;2;35
1084;5;0;0;1;3;3
1085;3;1;1;1;1;0
1086;8;0;1;1;2;4
1087;2;1;0;2;1;12
1088;2;1;0;3;5;2
1089;5;1;0;4;4;0
1090;3;0;0;2;2;4
1091;3;1;1;1;2;10
1092;1;1;0;3;5;1
1093;2;0;1;2;5;5
1094;5;1;0;5;4;0
1095;7;1;1;1;2;1
1096;7;1;0;2;1;16
1097;2;0;1;2;2;8
1098;1;0;1;2;2;7
1099;2;1;0;1;3;2
1100;5;0;0;1;2;1
1101;2;1;1;1;1;4
1102;2;0;1;3;2;19
1103;3;1;1;1;4;7
1104;5;1;0;5;2;3
1105;5;1;1;3;4;6
1106;5;1;1;2;1;0
1107;6;1;1;3;2;1
1108;1;1;1;4;4;0
1109;2;1;0;4;3;0
1110;5;1;0;2;1;2
1111;5;0;1;4;3;1
1112;3;1;0;1;1;3
1113;2;1;0;2;2;3
1114;3;1;1;3;1;1
1115;3;0;0;2;2;6
1116;5;1;1;3;1;16
1117;5;1;0;2;3;2
1118;5;1;1;1;2;1
1119;5;1;1;3;2;26
1120;3;1;1;3;3;11
1121;2;1;1;1;1;36
1122;2;1;1;3;1;27
1123;1;1;1;4;1;24
1124;6;1;0;1;2;0
1125;4;1;0;3;1;14
1126;3;1;0;3;3;12
1127;3;1;0;1;2;4
1128;1;1;1;3;3;5
1129;1;1;0;0;3;2
1130;6;1;1;4;4;0
1131;3;0;0;0;4;15
1132;3;1;0;3;4;0
1133;3;1;1;2;4;3
1134;3;1;1;2;3;2
1135;7;0;1;5;1;15
1136;3;1;0;3;1;19
1137;4;0;1;6;2;21
1138;5;1;1;3;2;6
1139;2;1;1;3;4;5
1140;3;1;0;5;2;1
1141;4;1;1;1;1;21
1142;3;1;1;5;1;0
1143;2;1;0;0;3;4
1144;6;0;1;3;1;5
1145;3;1;0;3;1;20
1146;2;1;0;4;3;5
1147;5;0;1;3;3;1
1148;2;1;0;3;3;5
1149;7;1;0;1;1;2
1150;3;1;1;4;2;6
1151;1;0;1;4;1;65
1152;1;1;1;2;5;3
1153;3;1;0;3;3;1
1154;2;1;1;4;1;7
1155;8;1;0;1;2;6
1156;4;1;0;2;3;1
1157;1;1;1;3;4;0
1158;5;1;1;6;4;1
1159;2;0;1;5;1;21
1160;5;0;0;7;1;1
1161;2;1;0;3;3;1
1162;3;1;1;3;4;2
1163;3;1;1;2;4;2
1164;2;0;1;3;2;11
1165;2;0;0;3;1;3
1166;5;0;0;7;1;1
1167;3;1;1;7;2;8
1168;5;1;1;7;3;4
1169;3;0;0;5;3;10
1170;2;1;1;2;3;8
1171;2;1;0;2;2;1
1172;5;1;0;1;2;0
1173;1;0;0;4;1;0
1174;2;1;0;5;2;1
1175;1;1;0;1;3;0
1176;2;1;0;1;3;6
1177;2;1;0;3;5;1
1178;4;1;0;2;2;1
1179;2;1;1;0;2;5
1180;2;1;0;6;3;1
1181;1;1;0;1;5;3
1182;2;1;1;1;2;7
1183;4;1;0;2;3;2
1184;3;1;0;2;4;2
1185;3;1;1;2;3;8
1186;1;0;1;6;5;8
1187;5;1;0;5;2;5
1188;3;0;1;4;2;5
1189;2;1;1;3;3;10
1190;2;1;0;5;1;8
1191;4;1;1;3;1;14
1192;1;1;0;3;1;3
1193;3;1;1;2;3;9
1194;1;1;1;3;5;4
1195;3;1;0;6;2;1
1196;1;1;0;3;2;6
1197;2;0;1;3;3;2
1198;5;1;1;4;1;2
1199;2;1;0;5;1;4
1200;3;1;1;1;3;15
1201;5;1;0;2;3;1
1202;3;0;1;1;2;8
1203;5;1;0;3;1;9
1204;2;0;1;0;2;6
1205;3;0;0;2;3;16
1206;5;1;0;2;1;12
1207;1;1;0;2;2;1
1208;2;1;1;1;2;4
1209;7;1;1;3;5;7
1210;2;1;1;3;4;3
1211;1;1;0;1;1;4
1212;5;1;0;1;2;2
1213;8;1;0;1;2;5
1214;4;1;1;4;4;6
1215;4;1;0;5;5;0
1216;2;1;1;5;2;3
1217;3;1;0;2;2;11
1218;3;0;0;5;4;4
1219;4;1;1;3;1;5
1220;5;1;1;5;5;1
1221;7;1;1;1;5;4
1222;2;1;1;4;3;2
1223;2;1;0;2;2;2
1224;3;1;0;3;1;1
1225;3;1;0;1;3;0
1226;5;1;0;1;4;0
1227;6;1;1;3;3;2
1228;2;1;0;4;3;2
1229;1;0;1;1;4;0
1230;1;1;1;5;1;1
1231;7;0;1;3;5;4
1232;5;1;0;3;1;4
1233;5;0;0;3;2;0
1234;4;0;0;0;2;14
1235;3;1;1;1;1;5
1236;2;0;1;1;1;20
1237;5;1;1;3;3;3
1238;2;1;1;4;4;9
1239;4;1;0;4;3;1
1240;5;1;1;3;1;5
1241;2;0;1;1;1;17
1242;6;1;0;2;3;1
1243;2;1;0;3;1;8
1244;5;0;0;4;1;2
1245;1;1;1;2;5;7
1246;7;0;1;4;4;0
1247;2;1;0;1;2;0
1248;3;0;0;0;1;3
1249;8;0;1;4;2;4
1250;4;1;1;4;2;1
1251;4;1;0;2;3;0
1252;2;1;0;3;4;6
1253;4;1;1;2;3;2
1254;4;1;1;5;5;1
1255;2;1;0;6;1;2
1256;7;1;1;5;3;3
1257;1;1;1;0;1;14
1258;5;0;1;1;3;7
1259;2;0;1;6;3;7
1260;3;0;0;0;1;8
1261;5;1;0;3;2;0
1262;2;1;1;3;1;8
1263;5;1;1;4;2;11
1264;6;0;1;3;1;10
1265;3;0;1;5;5;0
1266;2;1;0;2;3;0
1267;3;0;1;3;1;3
1268;5;1;1;2;1;0
1269;4;1;1;0;1;24
1270;2;1;1;2;3;5
1271;5;0;0;4;2;7
1272;5;1;0;5;3;0
1273;3;1;0;5;3;6
1274;2;1;0;2;1;5
1275;8;1;0;7;2;10
1276;3;0;0;0;1;10
1277;4;1;1;2;3;9
1278;3;0;1;3;1;15
1279;3;1;1;6;2;1
1280;3;1;0;4;2;3
1281;2;1;1;1;1;18
1282;1;1;0;2;3;2
1283;1;1;1;5;2;14
1284;5;1;0;3;2;1
1285;2;1;1;2;2;2
1286;1;1;1;4;1;7
1287;1;1;0;6;3;2
1288;3;1;1;3;2;12
1289;3;1;1;4;2;5
1290;2;1;1;4;4;2
1291;7;1;1;5;3;4
1292;5;1;0;4;2;4
1293;5;1;1;0;3;0
1294;1;1;0;1;2;3
1295;7;0;1;2;2;32
1296;3;1;1;1;2;0
1297;3;0;1;2;5;6
1298;3;1;0;2;1;6
1299;3;1;0;3;1;4
1300;6;0;0;4;1;4
1301;4;1;1;5;1;2
1302;5;1;1;5;4;12
1303;3;1;0;3;4;2
1304;8;1;1;2;2;16
1305;2;1;1;2;2;7
1306;2;1;0;3;3;1
1307;1;0;0;3;3;1
1308;4;1;1;3;1;0
1309;2;1;0;4;2;1
1310;6;1;0;4;1;6
1311;2;0;1;3;4;10
1312;4;1;0;3;1;1
1313;2;1;0;0;3;11
1314;2;1;0;6;1;7
1315;5;1;0;4;1;4
1316;5;0;1;2;5;2
1317;4;1;0;5;3;4
1318;3;1;0;3;5;2
1319;5;0;1;3;1;1
1320;2;1;0;4;2;4
1321;5;1;1;6;1;3
1322;5;1;1;2;3;0
1323;3;1;1;2;1;11
1324;2;1;0;2;1;9
1325;5;1;0;2;4;0
1326;1;1;1;5;1;3
1327;3;1;0;2;1;15
1328;2;1;0;4;5;6
1329;2;1;1;3;1;5
1330;1;1;0;4;1;5
1331;5;1;0;4;5;0
1332;2;1;0;2;2;4
1333;7;1;0;3;1;5
1334;6;1;1;3;3;2
1335;2;0;0;5;1;0
1336;5;0;0;2;2;1
1337;1;0;0;5;2;5
1338;3;0;1;3;1;6
1339;2;1;1;3;4;2
1340;6;0;0;6;2;8
1341;3;0;0;3;3;11
1342;3;1;0;4;5;3
1343;2;1;0;3;2;1
1344;4;0;0;1;1;4
1345;5;1;1;5;1;0
1346;2;1;1;5;2;3
1347;4;0;1;1;1;12
1348;6;1;0;2;5;0
1349;8;1;1;2;1;2
1350;1;1;1;1;1;0
1351;2;0;1;7;4;5
1352;6;1;1;4;2;3
1353;3;1;1;2;2;0
1354;4;1;0;2;2;3
1355;5;1;0;2;5;0
1356;4;1;1;1;1;7
1357;2;0;1;6;5;5
1358;2;0;0;3;1;19
1359;4;1;1;1;2;25
1360;5;1;0;4;1;6
1361;3;0;1;2;2;4
1362;2;0;0;5;2;2
1363;1;0;0;2;5;0
1364;2;0;0;10;1;57
1365;5;1;1;5;1;6
1366;3;1;1;1;1;11
1367;3;0;1;3;4;2
1368;4;1;0;2;1;3
1369;2;1;1;7;1;36
1370;5;1;0;4;2;2
1371;2;1;1;3;2;2
1372;3;1;1;4;1;10
1373;2;1;0;2;5;0
1374;6;1;1;4;1;15
1375;2;1;0;1;1;1
1376;5;0;1;2;2;31
1377;6;1;0;6;1;19
1378;6;0;1;3;3;9
1379;4;1;1;6;2;5
1380;5;1;0;2;4;0
1381;2;0;0;3;3;7
1382;2;1;0;3;4;1
1383;5;1;0;3;3;0
1384;3;1;1;2;5;12
1385;1;0;0;6;2;3
1386;2;1;1;5;3;5
1387;3;1;1;1;2;7
1388;3;0;1;2;3;1
1389;4;1;0;4;2;1
1390;2;1;1;2;2;6
1391;2;1;1;0;3;7
1392;2;1;0;2;2;1
1393;5;0;0;2;1;5
1394;5;1;1;6;1;13
1395;1;0;1;6;3;20
1396;5;0;1;3;5;5
1397;2;1;1;3;1;1
1398;5;1;1;3;1;24
1399;2;1;1;0;2;2
1400;3;0;1;1;2;5
1401;2;0;0;3;2;8
1402;2;1;1;3;4;1
1403;3;1;1;4;2;5
1404;8;0;1;1;1;16
1405;3;1;1;1;1;3
1406;3;0;0;5;2;36
1407;5;1;0;5;1;0
1408;2;1;0;1;2;9
1409;3;1;1;2;1;10
1410;5;1;1;2;1;1
1411;2;0;1;2;2;2
1412;3;1;1;5;2;5
1413;2;1;1;5;1;18
1414;2;0;1;2;3;12
1415;5;1;1;1;2;6
1416;2;1;1;3;1;1
1417;2;1;1;7;2;23
1418;3;1;1;1;2;20
1419;2;1;0;6;4;10
1420;5;0;0;3;1;12
1421;4;0;0;2;1;2
1422;6;0;1;4;4;10
1423;6;1;0;3;2;2
1424;3;0;0;8;3;2
1425;3;1;1;1;3;0
1426;6;1;0;4;4;0
1427;3;0;0;5;3;14
1428;3;1;0;3;2;2
1429;2;0;0;6;1;9
1430;4;1;0;6;5;1
1431;2;1;1;1;4;1
1432;1;0;1;2;2;24
1433;5;1;0;3;3;0
1434;5;1;0;2;1;2
1435;5;1;0;1;2;3
1436;5;1;1;1;5;12
1437;2;1;0;3;4;4
1438;2;1;1;0;1;6
1439;3;1;0;2;3;1
1440;1;1;0;2;1;1
1441;2;1;1;1;2;0
1442;1;1;1;1;1;2
1443;2;0;1;4;2;7
1444;5;0;0;1;3;26
1445;1;1;1;5;2;0
1446;2;1;0;2;1;1
1447;3;1;1;3;2;8
1448;2;1;1;3;1;12
1449;1;1;1;4;1;8
1450;3;1;0;3;2;10
1451;2;0;1;3;1;7
1452;2;1;0;4;3;3
1453;3;1;0;2;3;4
1454;8;1;0;2;3;0
1455;3;0;1;6;2;0
1456;3;1;1;4;2;10
1457;3;1;0;5;2;4
1458;2;0;0;4;3;0
1459;5;0;0;5;3;8
1460;5;1;0;2;2;1
1461;1;1;1;0;1;12
1462;3;1;0;6;2;34
1463;1;1;0;3;4;7
1464;1;1;0;2;3;6
1465;2;1;1;2;2;3
1466;2;0;1;8;4;15
1467;4;0;1;1;2;15
1468;2;1;0;2;3;0
1469;2;0;0;7;3;16
1470;2;1;1;4;2;19
1471;6;1;1;2;2;1
1472;4;1;1;4;2;6
1473;2;1;0;2;2;4
1474;4;0;1;2;3;2
1475;2;1;0;2;2;2
1476;6;0;0;3;2;9
1477;6;1;1;1;2;10
1478;5;1;1;2;2;7
1479;2;0;0;2;3;5
1480;5;0;0;2;2;5
1481;2;1;0;2;1;3
1482;2;1;1;2;1;19
1483;2;1;1;3;2;5
1484;1;1;0;2;2;5
1485;3;1;0;3;2;3
1486;3;1;1;3;1;6
1487;6;0;1;3;1;10
1488;5;0;1;2;1;5
1489;2;1;1;3;5;6
1490;4;1;0;5;2;1
1491;5;0;0;5;3;4
1492;2;1;0;7;3;6
1493;3;0;0;3;5;13
1494;5;1;0;1;1;1
1495;1;0;0;2;2;14
1496;5;1;0;5;2;6
1497;3;1;1;6;1;30
1498;3;0;1;2;2;7
1499;1;1;0;5;3;6
1500;2;1;1;2;2;1
1501;2;1;1;3;2;1
1502;2;1;0;2;3;9
1503;2;1;0;1;2;4
1504;3;1;1;2;3;26
1505;3;1;0;3;1;4
1506;1;1;0;4;3;1
1507;2;1;0;1;3;1
1508;1;1;1;2;2;2
1509;2;1;0;5;2;1
1510;1;1;1;1;3;15
1511;5;1;1;3;3;2
1512;2;1;1;4;1;15
1513;2;0;0;0;2;15
1514;3;0;1;3;2;15
1515;1;0;1;1;1;15
1516;2;1;0;5;2;11
1517;3;1;0;6;3;10
1518;2;0;0;1;2;2
1519;2;1;0;5;3;1
1520;3;0;0;3;4;6
1521;1;0;1;3;1;17
1522;3;0;0;5;2;6
1523;3;0;0;2;2;3
1524;2;1;1;3;1;14
1525;3;1;1;2;1;8
1526;3;1;0;3;3;13
1527;2;1;1;3;1;4
1528;4;0;1;2;4;6
1529;3;1;0;0;4;0
1530;4;0;0;7;2;1
1531;3;1;0;5;2;1
1532;3;0;1;0;2;25
1533;3;1;0;3;1;3
1534;2;1;1;4;1;7
1535;5;1;1;2;1;15
1536;1;1;1;3;1;10
1537;3;1;0;3;5;6
1538;5;1;1;5;2;1
1539;2;1;1;4;5;0
1540;3;0;1;2;1;2
1541;2;0;1;3;1;1
1542;5;1;0;0;2;2
1543;2;1;1;5;4;0
1544;4;1;1;1;2;1
1545;1;1;0;2;1;2
1546;3;1;0;7;2;2
1547;3;0;1;4;5;32
1548;2;1;0;2;1;11
1549;5;0;0;1;1;4
1550;2;1;1;1;1;27
1551;3;1;0;4;1;1
1552;2;1;1;2;5;2
1553;5;1;1;4;4;0
1554;2;1;0;4;1;1
1555;2;0;1;2;2;4
1556;2;1;1;2;4;5
1557;3;1;1;3;2;3
1558;2;1;1;4;5;10
1559;2;1;0;2;1;1
1560;2;1;0;2;2;5
1561;5;0;0;6;5;12
1562;5;0;1;3;1;1
1563;5;1;1;4;4;3
1564;7;0;1;2;3;22
1565;3;0;1;1;1;14
1566;5;0;1;5;3;19
1567;6;0;1;6;1;13
1568;1;1;0;3;1;5
1569;3;1;1;1;3;5
1570;5;0;0;1;1;1
1571;6;1;1;2;3;2
1572;3;0;0;3;5;2
1573;2;0;0;2;2;10
1574;2;1;1;6;5;0
1575;3;1;1;5;1;30
1576;1;0;1;2;1;0
1577;2;1;1;4;3;7
1578;2;0;1;2;2;26
1579;6;0;0;2;2;4
1580;2;0;0;3;5;1
1581;3;1;1;2;2;5
1582;2;0;1;3;5;1
1583;3;1;0;2;3;9
1584;2;1;1;0;2;11
1585;5;1;1;2;2;5
1586;2;1;1;3;2;20
1587;4;1;1;3;1;9
1588;3;1;0;0;2;3
1589;2;1;0;1;1;15
1590;3;0;1;3;1;17
1591;5;1;1;3;5;3
1592;4;1;0;1;2;2
1593;2;0;0;3;2;2
1594;5;1;0;5;3;7
1595;3;1;1;5;1;0
1596;3;1;0;4;2;0
1597;2;0;1;4;1;8
1598;2;0;0;0;2;8
1599;2;1;0;3;2;8
1600;3;1;1;3;3;2
1601;2;1;1;0;3;4
1602;3;1;0;2;1;3
1603;4;0;1;5;1;3
1604;2;0;1;2;1;2
1605;3;0;0;2;1;3
1606;1;1;1;3;3;1
1607;4;0;0;4;1;7
1608;4;0;0;7;2;11
1609;5;1;1;1;1;4
1610;5;1;1;4;1;9
1611;1;1;0;5;2;3
1612;2;1;1;4;2;25
1613;3;1;0;3;3;4
1614;3;0;1;0;2;2
1615;1;1;0;8;4;4
1616;5;1;1;6;5;2
1617;3;0;1;1;4;9
1618;3;1;1;5;1;2
1619;2;1;0;8;2;25
1620;2;0;0;2;1;2
1621;4;1;0;0;3;3
1622;2;1;1;3;1;2
1623;2;1;1;2;2;6
1624;1;1;1;5;2;1
1625;3;1;0;3;2;13
1626;2;0;1;1;3;13
1627;2;1;1;1;3;18
1628;5;1;1;4;5;0
1629;4;1;0;3;4;0
1630;5;1;0;4;2;2
1631;2;1;0;6;2;3
1632;6;1;1;3;2;1
1633;2;0;0;4;1;3
1634;5;0;0;3;4;6
1635;3;1;1;3;2;1
1636;3;1;1;2;4;3
1637;2;1;0;5;4;1
1638;3;1;1;1;3;31
1639;5;1;1;2;2;3
1640;2;0;1;3;4;30
1641;1;1;1;2;1;18
1642;2;0;0;4;1;7
1643;2;1;1;1;1;22
1644;1;0;1;4;2;1
1645;2;0;0;4;3;0
1646;5;1;1;6;2;1
1647;5;1;1;2;1;4
1648;2;1;0;9;2;24
1649;4;1;1;2;3;4
1650;1;0;0;2;1;20
1651;3;1;0;7;3;12
1652;4;1;1;2;3;5
1653;6;0;1;5;3;7
1654;2;1;1;2;2;3
1655;7;1;1;2;5;2
1656;8;1;0;6;5;6
1657;2;1;1;4;3;6
1658;3;1;1;3;1;8
1659;4;0;1;6;1;5
1660;2;1;1;5;2;8
1661;1;1;0;5;2;6
1662;2;1;1;7;3;20
1663;2;1;0;1;2;3
1664;4;0;1;5;1;7
1665;5;1;0;3;2;1
1666;2;0;1;1;4;6
1667;2;1;0;3;3;0
1668;5;0;1;5;1;0
1669;2;1;1;5;4;2
1670;2;1;1;4;1;1
1671;2;1;1;0;2;1
1672;4;1;1;5;3;14
1673;2;0;1;4;5;6
1674;5;1;0;2;1;7
1675;3;0;1;9;2;13
1676;1;0;0;1;2;8
1677;3;1;0;3;2;2
1678;2;1;0;7;5;6
1679;2;1;0;1;1;14
1680;3;1;1;2;2;1
1681;4;1;1;3;2;3
1682;5;1;1;0;2;6
1683;6;0;0;3;2;13
1684;2;1;0;3;1;9
1685;7;1;0;3;1;11
1686;2;1;0;1;1;6
1687;2;1;1;3;1;29
1688;3;1;1;2;1;6
1689;2;0;1;4;5;14
1690;3;1;1;3;2;7
1691;8;0;0;1;1;2
1692;5;1;0;4;3;0
1693;6;1;0;4;4;0
1694;1;1;1;4;4;22
1695;3;0;0;4;5;17
1696;5;1;0;2;4;0
1697;3;1;0;3;5;2
1698;1;1;0;3;4;2
1699;1;0;1;3;1;25
1700;5;1;1;6;3;9
1701;3;1;1;2;4;1
1702;1;1;0;3;2;1
1703;5;1;0;4;4;0
1704;2;0;1;2;2;30
1705;2;1;0;2;1;3
1706;2;1;1;2;1;5
1707;3;1;1;3;5;1
1708;5;1;0;2;1;1
1709;2;1;0;1;1;4
1710;2;1;0;5;1;3
1711;5;1;0;2;1;4
1712;6;1;0;1;2;0
1713;5;0;1;1;1;24
1714;2;0;1;3;1;10
1715;4;0;1;2;3;8
1716;5;1;1;3;3;16
1717;3;1;1;6;1;5
1718;2;0;0;0;2;25
1719;3;0;0;4;4;7
1720;2;1;1;2;5;1
1721;2;0;0;1;1;2
1722;6;1;1;4;1;1
1723;4;0;0;5;4;8
1724;6;1;1;4;4;18
1725;4;1;1;5;3;5
1726;2;1;1;6;1;36
1727;3;1;0;1;4;6
1728;3;0;1;3;2;10
1729;1;0;0;4;1;4
1730;4;1;1;1;4;0
1731;3;1;0;2;3;7
1732;2;0;1;3;2;10
1733;1;1;0;4;4;1
1734;2;1;0;4;2;6
1735;2;1;1;4;1;21
1736;2;1;1;4;4;13
1737;5;0;1;6;1;28
1738;4;0;1;3;2;3
1739;2;1;1;4;5;0
1740;2;1;0;3;2;3
1741;5;1;0;4;4;0
1742;3;1;0;3;2;1
1743;2;0;1;4;2;5
1744;2;0;0;4;3;3
1745;4;0;1;2;1;17
1746;4;1;0;3;3;0
1747;2;0;1;4;3;0
1748;2;0;0;4;1;3
1749;5;0;1;3;3;10
1750;5;1;1;3;2;15
1751;4;0;0;3;2;0
1752;1;1;1;5;2;3
1753;3;0;1;1;3;7
1754;2;0;0;3;1;0
1755;2;0;0;2;1;10
1756;7;0;1;2;3;2
1757;2;0;0;2;2;14
1758;7;0;0;0;1;18
1759;8;1;0;3;3;0
1760;2;0;1;2;3;4
1761;3;1;0;1;3;2
1762;1;1;0;2;2;0
1763;2;1;1;4;3;4
1764;4;1;1;3;4;0
1765;4;1;0;3;2;1
1766;3;0;0;3;4;0
1767;6;0;0;1;1;6
1768;6;1;1;6;2;8
1769;5;1;0;2;3;3
1770;2;1;0;2;2;0
1771;4;1;1;1;1;7
1772;4;1;0;3;4;0
1773;6;1;0;5;3;3
1774;3;0;1;1;1;5
1775;3;1;0;5;1;1
1776;2;1;1;6;2;4
1777;6;0;0;1;5;2
1778;3;1;0;4;2;1
1779;2;1;1;2;2;6
1780;2;1;1;4;4;12
1781;1;0;1;6;1;19
1782;2;0;1;3;3;5
1783;5;1;1;2;1;11
1784;2;1;1;3;3;1
1785;2;1;0;4;1;5
1786;3;1;0;8;3;4
1787;2;0;1;6;1;0
1788;5;1;1;6;3;16
1789;2;0;0;2;4;1
1790;5;0;1;3;2;0
1791;2;0;1;4;4;2
1792;3;0;1;4;3;17
1793;3;1;0;1;5;0
1794;1;0;1;2;4;8
1795;2;1;1;3;2;3
1796;2;1;1;2;1;20
1797;5;1;1;2;2;11
1798;5;1;1;1;2;0
1799;2;0;1;2;1;9
1800;5;0;0;5;2;6
1801;8;0;1;1;2;1
1802;2;1;1;2;5;9
1803;4;1;1;6;1;1
1804;2;1;1;2;1;4
1805;5;1;0;2;1;7
1806;2;1;1;2;5;6
1807;7;1;1;3;3;5
1808;5;0;0;1;3;13
1809;4;0;1;0;3;1
1810;6;1;1;2;1;1
1811;3;0;0;6;4;2
1812;2;0;1;2;3;19
1813;2;0;1;4;3;10
1814;2;1;1;1;3;12
1815;5;0;0;5;1;2
1816;2;1;1;2;4;1
1817;6;0;1;2;1;23
1818;2;1;0;4;1;2
1819;2;0;0;1;1;22
1820;3;1;0;1;1;4
1821;4;1;0;6;1;4
1822;5;0;0;3;1;14
1823;5;0;1;4;1;6
1824;3;1;0;5;2;2
1825;5;1;0;2;5;0
1826;5;1;0;4;2;0
1827;2;1;0;3;2;4
1828;6;1;1;5;1;9
1829;5;0;0;7;2;15
1830;3;1;0;2;3;11
1831;5;1;1;0;4;1
1832;3;1;0;4;4;1
1833;2;1;1;7;2;6
1834;2;1;0;3;1;9
1835;2;1;1;7;2;4
1836;4;0;1;2;5;13
1837;3;1;0;2;1;4
1838;4;0;0;6;2;8
1839;5;1;1;3;2;9
1840;4;1;1;3;2;7
1841;3;0;0;5;3;10
1842;5;1;0;0;1;5
1843;2;1;0;2;1;4
1844;7;0;0;7;1;8
1845;2;1;0;4;2;4
1846;3;1;1;4;2;4
1847;5;1;0;1;4;0
1848;3;1;0;1;3;5
1849;6;0;0;4;3;4
1850;3;1;0;5;2;10
1851;2;1;1;3;1;6
1852;2;1;1;7;3;7
1853;5;0;0;3;2;9
1854;5;1;1;1;3;1
1855;6;0;1;2;1;6
1856;4;1;0;3;4;0
1857;2;1;0;2;1;1
1858;6;0;1;3;5;8
1859;3;1;0;5;3;3
1860;5;1;1;5;4;7
1861;3;1;1;4;3;5
1862;3;0;0;4;2;9
1863;1;1;0;2;3;1
1864;3;1;1;3;1;9
1865;2;1;1;4;2;2
1866;1;1;1;2;2;4
1867;7;1;1;3;2;10
1868;2;0;0;6;5;10
1869;1;1;0;1;2;4
1870;3;0;0;2;2;12
1871;5;0;0;4;1;3
1872;2;1;1;3;2;11
1873;1;1;0;4;1;6
1874;6;1;1;0;5;2
1875;7;1;0;5;1;0
1876;6;1;1;2;1;5
1877;5;0;1;0;1;15
1878;4;1;0;2;1;4
1879;2;1;0;2;1;9
1880;3;0;1;4;1;20
1881;2;1;0;3;2;11
1882;6;0;1;5;2;8
1883;4;0;0;3;2;2
1884;5;1;0;5;3;4
1885;1;0;1;3;2;3
1886;2;1;1;3;2;2
1887;7;1;1;6;2;7
1888;3;1;0;3;4;1
1889;3;0;1;4;2;13
1890;4;1;1;2;1;2
1891;4;1;1;3;3;2
1892;6;0;1;4;5;3
1893;2;1;1;2;2;1
1894;2;1;0;6;3;29
1895;5;1;0;1;2;0
1896;1;1;0;1;1;1
1897;1;1;1;2;1;23
1898;3;1;0;4;2;2
1899;4;1;0;2;3;6
1900;6;0;1;1;3;42
1901;8;1;1;1;5;1
1902;5;1;1;2;3;1
1903;1;0;1;2;2;39
1904;5;1;0;2;2;0
1905;2;1;1;3;5;3
1906;3;1;0;4;1;1
1907;5;1;0;3;1;7
1908;3;1;1;0;1;1
1909;3;1;1;2;1;6
1910;2;1;1;0;3;5
1911;5;1;0;2;2;2
1912;2;1;0;1;2;4
1913;3;1;0;5;1;2
1914;5;0;0;3;2;9
1915;3;0;1;4;5;11
1916;2;1;1;5;3;6
1917;5;1;0;7;1;11
1918;4;1;1;1;2;6
1919;5;1;1;1;2;2
